index,brand,model,mileage,price_range,link
3566.,TOYOTA,HILUX REVO Pickup 4dr DCab High Auto 6sp 4WD 2.8DCT-202208,"11,377","920,000 - 950,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-high-auto-6sp-4wd-2-8dct-202208-automatic
3567.,TOYOTA,HILUX REVO Pickup 4dr DCab High Auto 6sp 4WD 2.8DCT (60th Anniversary)-202208,"11,562","935,000 - 955,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-high-auto-6sp-4wd-2-8dct-60th-anniversary-202208-automatic
3568.,TOYOTA,HILUX REVO Pickup 4dr DCab High Man 6sp 4WD 2.8DCT-202006,"9,213","745,000 - 1,005,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-high-man-6sp-4wd-2-8dct-202006-manual
3569.,TOYOTA,HILUX REVO Pickup 4dr DCab High Man 6sp 4WD 2.8DCT-202108,"9,769","790,000 - 1,045,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-high-man-6sp-4wd-2-8dct-202108-manual
3570.,TOYOTA,HILUX REVO Pickup 4dr DCab High Man 6sp 4WD 2.8DCT-202208,"10,882","880,000 - 910,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-high-man-6sp-4wd-2-8dct-202208-manual
3571.,TOYOTA,HILUX REVO Pickup 4dr DCab High Man 6sp 4WD 2.8DCT (60th Anniversary)-202208,"11,068","895,000 - 915,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-high-man-6sp-4wd-2-8dct-60th-anniversary-202208-manual
3572.,TOYOTA,HILUX REVO Pickup 4dr DCab J Plus Auto 6sp RWD 2.4DCT-201809,"6,086","480,000 - 615,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-j-plus-auto-6sp-rwd-2-4dct-201809-automatic
3573.,TOYOTA,HILUX REVO Pickup 4dr DCab J Plus Man 5sp RWD 2.4DCT-201506,"4,937","380,000 - 490,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-j-plus-man-5sp-rwd-2-4dct-201506-manual
3574.,TOYOTA,HILUX REVO Pickup 4dr DCab J Plus Man 6sp RWD 2.4DCT-201809,"5,642","445,000 - 565,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-j-plus-man-6sp-rwd-2-4dct-201809-manual
3575.,TOYOTA,HILUX REVO Pickup 4dr DCab Mid Man 6sp 4WD 2.4DCT-202006,"8,162","660,000 - 855,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-mid-man-6sp-4wd-2-4dct-202006-manual
3576.,TOYOTA,HILUX REVO Pickup 4dr DCab Mid Man 6sp 4WD 2.4DCT-202108,"8,347","675,000 - 905,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-mid-man-6sp-4wd-2-4dct-202108-manual
3577.,TOYOTA,HILUX REVO Pickup 4dr DCab Mid Man 6sp 4WD 2.4DCT-202208,"9,460","765,000 - 785,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-mid-man-6sp-4wd-2-4dct-202208-manual
3578.,TOYOTA,HILUX REVO Pickup 4dr DCab Mid Man 6sp 4WD 2.4DCT (60th Anniversary)-202208,"9,646","780,000 - 795,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-mid-man-6sp-4wd-2-4dct-60th-anniversary-202208-manual
3579.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Auto 6sp RWD 2.4DCT-201506,"6,106","470,000 - 615,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-auto-6sp-rwd-2-4dct-201506-automatic
3580.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Auto 6sp RWD 2.4DCT-201711,"6,973","550,000 - 750,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-auto-6sp-rwd-2-4dct-201711-automatic
3581.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Auto 6sp RWD 2.7i (Benzene)-201506,"6,106","470,000 - 615,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-auto-6sp-rwd-2-7i-benzene-201506-automatic
3582.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Man 6sp RWD 2.4DCT-201506,"5,781","445,000 - 575,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-man-6sp-rwd-2-4dct-201506-manual
3583.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Man 6sp RWD 2.4DCT-201711,"6,403","505,000 - 710,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-man-6sp-rwd-2-4dct-201711-manual
3584.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Plus Auto 6sp RWD 2.4DCT-201608,"6,496","500,000 - 645,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-plus-auto-6sp-rwd-2-4dct-201608-automatic
3585.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Plus Auto 6sp RWD 2.4DCT-201711,"7,100","560,000 - 775,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-plus-auto-6sp-rwd-2-4dct-201711-automatic
3586.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Plus Man 6sp RWD 2.4DCT-201608,"5,976","460,000 - 595,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-plus-man-6sp-rwd-2-4dct-201608-manual
3587.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner E Plus Man 6sp RWD 2.4DCT-201711,"6,783","535,000 - 735,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-e-plus-man-6sp-rwd-2-4dct-201711-manual
3588.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Entry Auto 6sp RWD 2.4DCT-202006,"7,110","575,000 - 765,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-entry-auto-6sp-rwd-2-4dct-202006-automatic
3589.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Entry Auto 6sp RWD 2.4DCT-202108,"7,729","625,000 - 820,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-entry-auto-6sp-rwd-2-4dct-202108-automatic
3590.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Entry Auto 6sp RWD 2.4DCT-202208,"8,409","680,000 - 695,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-entry-auto-6sp-rwd-2-4dct-202208-automatic
3591.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Entry Man 6sp RWD 2.4DCT-202006,"6,492","525,000 - 730,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-entry-man-6sp-rwd-2-4dct-202006-manual
3592.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Entry Man 6sp RWD 2.4DCT-202108,"7,172","580,000 - 775,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-entry-man-6sp-rwd-2-4dct-202108-manual
3593.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Entry Man 6sp RWD 2.4DCT-202208,"7,914","640,000 - 655,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-entry-man-6sp-rwd-2-4dct-202208-manual
3594.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner G Auto 6sp RWD 2.4DCT-201711,"7,861","620,000 - 830,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-g-auto-6sp-rwd-2-4dct-201711-automatic
3595.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner G Man 6sp RWD 2.4DCT-201711,"7,480","590,000 - 795,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-g-man-6sp-rwd-2-4dct-201711-manual
3596.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner G Rocco Auto 6sp RWD 2.4DCT-201809,"8,051","635,000 - 860,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-g-rocco-auto-6sp-rwd-2-4dct-201809-automatic
3597.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner G Rocco Auto 6sp RWD 2.8DCT-201711,"8,343","650,000 - 855,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-g-rocco-auto-6sp-rwd-2-8dct-201711-automatic
3598.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner G Rocco Auto 6sp RWD 2.8DCT-201809,"9,065","715,000 - 985,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-g-rocco-auto-6sp-rwd-2-8dct-201809-automatic
3599.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner G Rocco Man 6sp RWD 2.4DCT-201809,"7,607","600,000 - 820,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-g-rocco-man-6sp-rwd-2-4dct-201809-manual
3600.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner High Auto 6sp RWD 2.4DCT-202006,"8,718","705,000 - 905,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-high-auto-6sp-rwd-2-4dct-202006-automatic
3601.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner High Auto 6sp RWD 2.4DCT-202108,"9,027","730,000 - 960,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-high-auto-6sp-rwd-2-4dct-202108-automatic
3602.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner High Auto 6sp RWD 2.4DCT-202208,"9,707","785,000 - 805,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-high-auto-6sp-rwd-2-4dct-202208-automatic
3603.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner High Auto 6sp RWD 2.4DCT (60th Anniversary)-202208,"9,893","800,000 - 820,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-high-auto-6sp-rwd-2-4dct-60th-anniversary-202208-automatic
3604.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner High Man 6sp RWD 2.4DCT-202006,"8,223","665,000 - 880,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-high-man-6sp-rwd-2-4dct-202006-manual
3605.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner High Man 6sp RWD 2.4DCT-202108,"8,533","690,000 - 905,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-high-man-6sp-rwd-2-4dct-202108-manual
3606.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner High Man 6sp RWD 2.4DCT-202208,"9,275","750,000 - 765,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-high-man-6sp-rwd-2-4dct-202208-manual
3607.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner High Man 6sp RWD 2.4DCT (60th Anniversary)-202208,"9,460","765,000 - 780,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-high-man-6sp-rwd-2-4dct-60th-anniversary-202208-manual
3608.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner J Plus Man 6sp RWD 2.4DCT-201506,"5,456","420,000 - 550,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-j-plus-man-6sp-rwd-2-4dct-201506-manual
3609.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner J Plus Man 6sp RWD 2.4DCT-201711,"6,276","495,000 - 675,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-j-plus-man-6sp-rwd-2-4dct-201711-manual
3610.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Mid Auto 6sp RWD 2.4DCT-202006,"7,667","620,000 - 850,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-mid-auto-6sp-rwd-2-4dct-202006-automatic
3611.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Mid Auto 6sp RWD 2.4DCT-202108,"8,100","655,000 - 870,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-mid-auto-6sp-rwd-2-4dct-202108-automatic
3612.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Mid Auto 6sp RWD 2.4DCT-202208,"8,656","700,000 - 735,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-mid-auto-6sp-rwd-2-4dct-202208-automatic
3613.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Mid Auto 6sp RWD 2.4DCT (60th Anniversary)-202208,"9,089","735,000 - 745,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-mid-auto-6sp-rwd-2-4dct-60th-anniversary-202208-automatic
3614.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Mid Man 6sp RWD 2.4DCT-202006,"7,172","580,000 - 800,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-mid-man-6sp-rwd-2-4dct-202006-manual
3615.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Mid Man 6sp RWD 2.4DCT-202108,"7,791","630,000 - 830,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-mid-man-6sp-rwd-2-4dct-202108-manual
3616.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Mid Man 6sp RWD 2.4DCT-202208,"8,409","680,000 - 695,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-mid-man-6sp-rwd-2-4dct-202208-manual
3617.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Mid Man 6sp RWD 2.4DCT (60th Anniversary)-202208,"8,594","695,000 - 710,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-mid-man-6sp-rwd-2-4dct-60th-anniversary-202208-manual
3618.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Rocco Auto 6sp RWD 2.4DCT-202006,"9,089","735,000 - 990,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-rocco-auto-6sp-rwd-2-4dct-202006-automatic
3619.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Rocco Auto 6sp RWD 2.4DCT-202108,"9,646","780,000 - 1,025,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-rocco-auto-6sp-rwd-2-4dct-202108-automatic
3620.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Rocco Auto 6sp RWD 2.4DCT-202208,"10,326","835,000 - 855,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-rocco-auto-6sp-rwd-2-4dct-202208-automatic
3621.,TOYOTA,HILUX REVO Pickup 4dr DCab Prerunner Rocco Auto 6sp RWD 2.4DCT (60th Anniversary)-202208,"10,511","850,000 - 870,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-prerunner-rocco-auto-6sp-rwd-2-4dct-60th-anniversary-202208-automatic
3622.,TOYOTA,HILUX REVO Pickup 4dr DCab Rocco Auto 6sp 4WD 2.8DCT-202006,"10,573","855,000 - 1,105,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-rocco-auto-6sp-4wd-2-8dct-202006-automatic
3623.,TOYOTA,HILUX REVO Pickup 4dr DCab Rocco Auto 6sp 4WD 2.8DCT-202108,"11,129","900,000 - 1,160,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-rocco-auto-6sp-4wd-2-8dct-202108-automatic
3624.,TOYOTA,HILUX REVO Pickup 4dr DCab Rocco Auto 6sp 4WD 2.8DCT-202208,"12,057","975,000 - 1,010,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-rocco-auto-6sp-4wd-2-8dct-202208-automatic
3625.,TOYOTA,HILUX REVO Pickup 4dr DCab Rocco Auto 6sp 4WD 2.8DCT (60th Anniversary)-202208,"11,933","965,000 - 1,010,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-rocco-auto-6sp-4wd-2-8dct-60th-anniversary-202208-automatic
3626.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition E Man 6sp RWD 2.4DCT-201903,"6,339","500,000 - 680,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-e-man-6sp-rwd-2-4dct-201903-manual
3627.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Entry Auto 6sp RWD 2.4DCT-202101,"6,554","530,000 - 690,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-entry-auto-6sp-rwd-2-4dct-202101-automatic
3628.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Entry Auto 6sp RWD 2.4DCT-202208,"6,740","545,000 - 570,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-entry-auto-6sp-rwd-2-4dct-202208-automatic
3629.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Entry Man 6sp RWD 2.4DCT-202006,"5,688","460,000 - 620,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-entry-man-6sp-rwd-2-4dct-202006-manual
3630.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Entry Man 6sp RWD 2.4DCT-202101,"5,936","480,000 - 660,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-entry-man-6sp-rwd-2-4dct-202101-manual
3631.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Entry Man 6sp RWD 2.4DCT-202208,"6,616","535,000 - 545,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-entry-man-6sp-rwd-2-4dct-202208-manual
3632.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Entry STD Man 6sp RWD 2.4DCT-202006,"5,750","465,000 - 600,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-entry-std-man-6sp-rwd-2-4dct-202006-manual
3633.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition J Plus Auto 6sp RWD 2.4DCT-201903,"6,086","480,000 - 635,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-j-plus-auto-6sp-rwd-2-4dct-201903-automatic
3634.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition J Plus Man 6sp RWD 2.4DCT-201903,"5,705","450,000 - 595,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-j-plus-man-6sp-rwd-2-4dct-201903-manual
3635.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Auto 6sp RWD 2.4DCT-202006,"6,616","535,000 - 725,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-auto-6sp-rwd-2-4dct-202006-automatic
3636.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Auto 6sp RWD 2.4DCT-202101,"6,925","560,000 - 725,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-auto-6sp-rwd-2-4dct-202101-automatic
3637.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Auto 6sp RWD 2.4DCT-202108,"7,049","570,000 - 750,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-auto-6sp-rwd-2-4dct-202108-automatic
3638.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Auto 6sp RWD 2.4DCT-202208,"7,605","615,000 - 630,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-auto-6sp-rwd-2-4dct-202208-automatic
3639.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Auto 6sp RWD 2.4DCT (60th Anniversary)-202208,"7,667","620,000 - 640,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-auto-6sp-rwd-2-4dct-60th-anniversary-202208-automatic
3640.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Man 6sp RWD 2.4DCT-202006,"6,492","525,000 - 690,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-man-6sp-rwd-2-4dct-202006-manual
3641.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Man 6sp RWD 2.4DCT-202101,"6,554","530,000 - 690,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-man-6sp-rwd-2-4dct-202101-manual
3642.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Man 6sp RWD 2.4DCT-202108,"6,616","535,000 - 720,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-man-6sp-rwd-2-4dct-202108-manual
3643.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Man 6sp RWD 2.4DCT-202208,"7,234","585,000 - 600,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-man-6sp-rwd-2-4dct-202208-manual
3644.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid Man 6sp RWD 2.4DCT (60th Anniversary)-202208,"7,172","580,000 - 610,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-man-6sp-rwd-2-4dct-60th-anniversary-202208-manual
3645.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid STD Auto 6sp RWD 2.4DCT-202006,"6,740","545,000 - 710,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-std-auto-6sp-rwd-2-4dct-202006-automatic
3646.,TOYOTA,HILUX REVO Pickup 4dr DCab Z Edition Mid STD Man 6sp RWD 2.4DCT-202006,"6,307","510,000 - 660,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-pickup-4dr-dcab-z-edition-mid-std-man-6sp-rwd-2-4dct-202006-manual
3647.,TOYOTA,HILUX REVO Prerunner E 2.4DCT Auto,"5,188","390,000 - 695,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-e-2-4dct-auto-automatic
3648.,TOYOTA,HILUX REVO Prerunner E 2.4DCT,"4,789","360,000 - 615,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-e-2-4dct-manual
3649.,TOYOTA,HILUX REVO Prerunner E 2.7i (Benzene),"5,721","430,000 - 680,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-e-2-7i-benzene-automatic
3650.,TOYOTA,HILUX REVO Prerunner E 2.7i (Benzene),"4,789","360,000 - 580,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-e-2-7i-benzene-manual
3651.,TOYOTA,HILUX REVO Prerunner E Plus 2.4DCT Auto,"5,588","425,000 - 665,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-e-plus-2-4dct-auto-automatic
3652.,TOYOTA,HILUX REVO Prerunner E Plus 2.4DCT,"5,062","385,000 - 670,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-e-plus-2-4dct-manual
3653.,TOYOTA,HILUX REVO Prerunner E Plus D 2.4DCT,"6,179","470,000 - 710,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-e-plus-d-2-4dct-automatic
3654.,TOYOTA,HILUX REVO Prerunner G 2.4DCT Auto,"6,236","480,000 - 725,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-g-2-4dct-auto-automatic
3655.,TOYOTA,HILUX REVO Prerunner G 2.4DCT,"6,289","490,000 - 660,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-g-2-4dct-automatic
3656.,TOYOTA,HILUX REVO Prerunner G 2.4DCT,"5,968","460,000 - 695,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-g-2-4dct-manual
3657.,TOYOTA,HILUX REVO Prerunner G 2.4DCT (Navi) Auto,"5,588","420,000 - 595,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-g-2-4dct-navi-auto-automatic
3658.,TOYOTA,HILUX REVO Prerunner G 2.4DCT (Navi),"6,053","455,000 - 670,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-g-2-4dct-navi-automatic
3659.,TOYOTA,HILUX REVO Prerunner G 2.4DCT (Navi),"5,255","395,000 - 650,000",https://krungsrimarket.cjdataservice.com/usedcar/products/toyota-hilux-revo-prerunner-g-2-4dct-navi-manual
