index,brand,model,mileage,price_range,link
110.,BMW,"I8 I12 Coupe 2dr Steptronic 6sp 4WD 1.5Ti (CBU,Frozen Black)-201803","72,342","5,850,000 - 6,215,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-i8-i12-coupe-2dr-steptronic-6sp-4wd-1-5ti-cbu-frozen-black-201803-automatic
111.,BMW,"I8 I12 Coupe 2dr Steptronic 6sp 4WD 1.5Ti (CBU,FrozenYellow)-201711","63,520","5,010,000 - 6,215,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-i8-i12-coupe-2dr-steptronic-6sp-4wd-1-5ti-cbu-frozenyellow-201711-automatic
112.,BMW,I8 I15 Convert. 2dr Auto 6sp 4WD 1.5Ti (CBU)-201808,"75,124","6,075,000 - 9,230,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-i8-i15-convert-2dr-auto-6sp-4wd-1-5ti-cbu-201808-automatic
113.,BMW,M2 F22 Coupe,"33,788","2,620,000 - 3,050,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m2-f22-coupe-automatic
114.,BMW,M2 F22 Edition Black,"35,305","2,855,000 - 3,105,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m2-f22-edition-black-automatic
115.,BMW,M2 F87 Coupe 2dr Competition M-DTC 7sp RWD 3.0TTi (CBU)-201811,"37,098","3,000,000 - 4,475,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m2-f87-coupe-2dr-competition-m-dtc-7sp-rwd-3-0tti-cbu-201811-automatic
116.,BMW,M2 F87 Coupe 2dr CS M-DTC 7sp RWD 3.0TTi (CBU)-202010,"47,250","3,920,000 - 5,260,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m2-f87-coupe-2dr-cs-m-dtc-7sp-rwd-3-0tti-cbu-202010-automatic
117.,BMW,M2 F87 Coupe 2dr DCT 7sp RWD 3.0i (CBU)-201603,"37,346","3,020,000 - 3,315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m2-f87-coupe-2dr-dct-7sp-rwd-3-0i-cbu-201603-automatic
118.,BMW,M2 G87 Coupe 2dr M Race Track M Steptronic 8sp RWD 3.0i (CBU)-202309,"61,172","5,075,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m2-g87-coupe-2dr-m-race-track-m-steptronic-8sp-rwd-3-0i-cbu-202309-automatic
119.,BMW,M2 G87 Coupe 2dr M Steptronic 8sp RWD 3.0i (CBU)-202303,"54,964","4,560,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m2-g87-coupe-2dr-m-steptronic-8sp-rwd-3-0i-cbu-202303-automatic
120.,BMW,M2 G87 Coupe 2dr Man 6sp RWD 3.0i (CBU)-202309,"56,772","4,710,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m2-g87-coupe-2dr-man-6sp-rwd-3-0i-cbu-202309-manual
121.,BMW,M240i G42 Coupe 2dr xDrive Steptronic 8sp 4WD 3.0TTi (CBU)-202209,"34,654","2,875,000 - 2,980,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m240i-g42-coupe-2dr-xdrive-steptronic-8sp-4wd-3-0tti-cbu-202209-automatic
122.,BMW,M340i Sedan 4dr xDrive Steptronic 8sp 4WD 3.0TTi-202103,"28,446","2,360,000 - 2,500,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m340i-sedan-4dr-xdrive-steptronic-8sp-4wd-3-0tti-202103-automatic
123.,BMW,M340i Sedan 4dr xDrive Steptronic 8sp 4WD 3.0TTi-202211,"33,087","2,745,000 - 2,865,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m340i-sedan-4dr-xdrive-steptronic-8sp-4wd-3-0tti-202211-automatic
124.,BMW,"M4 Convert. 2dr M-DTC 7sp RWD 3.0TTi (CBU,Edition 30 Years)-201811","51,999","4,205,000 - 5,705,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-convert-2dr-m-dtc-7sp-rwd-3-0tti-cbu-edition-30-years-201811-automatic
125.,BMW,M4 Coupe 2dr Competition M xDrive M Steptronic 8sp 4WD 3.0TTi (CBU)-202305,"87,268","7,240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-coupe-2dr-competition-m-xdrive-m-steptronic-8sp-4wd-3-0tti-cbu-202305-automatic
126.,BMW,"M4 Coupe 2dr M-DTC 7sp RWD 3.0TTi (CBU,Competition Pack)-201811","53,174","4,300,000 - 6,000,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-coupe-2dr-m-dtc-7sp-rwd-3-0tti-cbu-competition-pack-201811-automatic
127.,BMW,M4 F82 Coupe 2dr CS DCT 7sp RWD 3.0TTi (CBU)-201803,"71,661","5,795,000 - 6,690,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-f82-coupe-2dr-cs-dct-7sp-rwd-3-0tti-cbu-201803-automatic
128.,BMW,M4 F82 Coupe 2dr DCT 7sp RWD 3.0TTi (CBU)-201612,"53,112","4,295,000 - 5,075,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-f82-coupe-2dr-dct-7sp-rwd-3-0tti-cbu-201612-automatic
129.,BMW,M4 G82 Coupe 2dr Competition M Steptronic 8sp RWD 3.0TTi (CBU)-202103,"72,683","6,030,000 - 8,080,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-g82-coupe-2dr-competition-m-steptronic-8sp-rwd-3-0tti-cbu-202103-automatic
130.,BMW,M4 G82 Coupe 2dr CSL M Steptronic 8sp RWD 3.0TTi (CBU)-202209,"146,391","12,145,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-g82-coupe-2dr-csl-m-steptronic-8sp-rwd-3-0tti-cbu-202209-automatic
131.,BMW,M4 G82 Coupe 2dr Man 6sp RWD 3.0TTi (CBU)-202108,"59,243","4,915,000 - 6,465,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-g82-coupe-2dr-man-6sp-rwd-3-0tti-cbu-202108-manual
132.,BMW,M4 M4 F82,"44,105","3,395,000 - 4,285,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-m4-f82-automatic
133.,BMW,M4 M4 F82 COMPETITION EDITION,"66,591","5,385,000 - 5,700,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m4-m4-f82-competition-edition-automatic
134.,BMW,M440i Coupe 2dr xDrive SA 8sp 4WD 3.0Ti (CBU)-202208,"42,489","3,525,000 - 3,745,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m440i-coupe-2dr-xdrive-sa-8sp-4wd-3-0ti-cbu-202208-automatic
135.,BMW,M5 F90 4WD,"74,073","5,990,000 - 6,370,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m5-f90-4wd-automatic
136.,BMW,M5 F90 LCI Sedan 4dr Competition M Steptronic 8sp 4WD 4.4TTi (CBU)-202206,"104,685","8,685,000 - 10,985,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m5-f90-lci-sedan-4dr-competition-m-steptronic-8sp-4wd-4-4tti-cbu-202206-automatic
137.,BMW,M5 F90 Sedan 4dr CS M Steptronic 8sp 4WD 4.4TTi (CBU)-202203,"112,339","9,320,000 - 11,795,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m5-f90-sedan-4dr-cs-m-steptronic-8sp-4wd-4-4tti-cbu-202203-automatic
138.,BMW,M5 F90 Sedan 4dr SA 8sp 4WD 4.4TTi (CBU)-201803,"77,721","6,285,000 - 7,525,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m5-f90-sedan-4dr-sa-8sp-4wd-4-4tti-cbu-201803-automatic
139.,BMW,"M5 F90 Sedan 4dr SA 8sp 4WD 4.4TTi (CBU,Edition 35 Years)-202007","87,208","7,235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m5-f90-sedan-4dr-sa-8sp-4wd-4-4tti-cbu-edition-35-years-202007-automatic
140.,BMW,M760e G70 Sedan 4dr xDrive SportSteptronic 8sp 4WD 3.0TTi (PHEV)-202309,"63,583","5,275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m760e-g70-sedan-4dr-xdrive-sportsteptronic-8sp-4wd-3-0tti-phev-202309-automatic
141.,BMW,"M760Li G12 Sedan 4dr xDrive SA 8sp 4WD 6.6TTi (CBU, M Sport)-201803","81,987","6,630,000 - 7,685,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m760li-g12-sedan-4dr-xdrive-sa-8sp-4wd-6-6tti-cbu-m-sport-201803-automatic
142.,BMW,"M760Li G12 Sedan 4dr xDrive SA 8sp 4WD 6.6TTi (CBU,V12 Excellence)-201703","81,987","6,630,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m760li-g12-sedan-4dr-xdrive-sa-8sp-4wd-6-6tti-cbu-v12-excellence-201703-automatic
143.,BMW,M8 F92 Coupe 2dr Competition M Steptronic 8sp 4WD 4.4TTi (CBU)-202003,"113,906","9,450,000 - 14,395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m8-f92-coupe-2dr-competition-m-steptronic-8sp-4wd-4-4tti-cbu-202003-automatic
144.,BMW,M850i G14 Convert. 2dr xDrive Steptronic 8sp 4WD 4.4TTi (CBU)-201909,"84,522","6,835,000 - 7,735,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m850i-g14-convert-2dr-xdrive-steptronic-8sp-4wd-4-4tti-cbu-201909-automatic
145.,BMW,M850i G15 Coupe 2dr xDrive Steptronic 8sp 4WD 4.4TTi (CBU)-201811,"75,680","6,120,000 - 7,425,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-m850i-g15-coupe-2dr-xdrive-steptronic-8sp-4wd-4-4tti-cbu-201811-automatic
146.,BMW,SERIES 1 116i F20 5DR 1.6,"6,690","495,000 - 545,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-1-116i-f20-5dr-1-6-automatic
147.,BMW,"SERIES 1 116i F20 5DR 1.6 (CBU,M Sport)",-,"420,000 - 565,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-1-116i-f20-5dr-1-6-cbu-m-sport-automatic
148.,BMW,SERIES 1 116i F20 5DR 1.6 (M Sport),"7,730","560,000 - 635,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-1-116i-f20-5dr-1-6-m-sport-automatic
149.,BMW,SERIES 1 118i F20 5DR 1.6,"8,704","670,000 - 745,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-1-118i-f20-5dr-1-6-automatic
150.,BMW,SERIES 1 118i F20 5DR 1.6(M Performance),"11,810","955,000 - 1,030,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-1-118i-f20-5dr-1-6-m-performance-automatic
151.,BMW,SERIES 1 118i F20 5DR 1.6 M Sport,"8,938","705,000 - 815,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-1-118i-f20-5dr-1-6-m-sport-automatic
152.,BMW,SERIES 1 118i F20 5Dr 2.0,"8,444","650,000 - 695,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-1-118i-f20-5dr-2-0-automatic
153.,BMW,SERIES 3 320d F30 (Celebration Edition),"12,861","990,000 - 1,050,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f30-celebration-edition-automatic
154.,BMW,SERIES 3 320d F30 (Iconic),"10,588","815,000 - 1,055,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f30-iconic-automatic
155.,BMW,SERIES 3 320d F30 (Luxury),"9,808","545,000 - 1,025,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f30-luxury-automatic
156.,BMW,SERIES 3 320d F30 (M Performance),"12,679","1,000,000 - 1,065,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f30-m-performance-automatic
157.,BMW,SERIES 3 320d F30 (M Sport),"13,603","1,100,000 - 1,180,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f30-m-sport-automatic
158.,BMW,SERIES 3 320d F30 (Modern),-,"550,000 - 725,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f30-modern-automatic
159.,BMW,SERIES 3 320d F30 (Sport),"12,277","945,000 - 1,015,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f30-sport-automatic
160.,BMW,SERIES 3 320d F31 Touring Sports Automatic,-,"865,000 - 1,135,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f31-touring-sports-automatic-automatic
161.,BMW,SERIES 3 320d F34(Celebration Edition),"15,005","1,155,000 - 1,225,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f34-celebration-edition-automatic
162.,BMW,SERIES 3 320d F34(Luxury),"11,822","640,000 - 1,405,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f34-luxury-automatic
163.,BMW,SERIES 3 320d F34(M Sport),"15,912","1,255,000 - 1,440,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f34-m-sport-automatic
164.,BMW,SERIES 3 320d F34(Sport),"11,757","640,000 - 1,335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320d-f34-sport-automatic
165.,BMW,SERIES 3 320dSE E90,-,"370,000 - 575,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320dse-e90-automatic
166.,BMW,SERIES 3 320i E90,-,"350,000 - 520,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320i-e90-automatic
167.,BMW,SERIES 3 320i E92 Coupe 2 Dr,-,"665,000 - 1,085,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320i-e92-coupe-2-dr-automatic
168.,BMW,SERIES 3 320i E93 Convertible,-,"745,000 - 1,220,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320i-e93-convertible-automatic
169.,BMW,SERIES 3 320i F30,"8,184","590,000 - 765,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320i-f30-automatic
170.,BMW,SERIES 3 320i F30 (Luxury),"8,769","470,000 - 920,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320i-f30-luxury-automatic
171.,BMW,SERIES 3 320i F30 (M Sport),"9,678","745,000 - 785,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320i-f30-m-sport-automatic
172.,BMW,SERIES 3 320i F30 (Modern),-,"480,000 - 635,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320i-f30-modern-automatic
173.,BMW,SERIES 3 320i F30 (Sport),"10,653","820,000 - 905,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-320i-f30-sport-automatic
174.,BMW,SERIES 3 325Ci E93 Convertible,-,"875,000 - 1,215,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-325ci-e93-convertible-automatic
175.,BMW,SERIES 3 325d F30 (M Sport),"12,277","885,000 - 1,040,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-325d-f30-m-sport-automatic
176.,BMW,SERIES 3 325iSE E90,-,"420,000 - 590,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-325ise-e90-automatic
177.,BMW,SERIES 3 328i F30 (M Sport) Sports Automatic,"11,627","595,000 - 950,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-328i-f30-m-sport-sports-automatic-automatic
178.,BMW,SERIES 3 330e F30 (Iconic),"10,511","835,000 - 960,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-330e-f30-iconic-automatic
179.,BMW,SERIES 3 330e F30 (Luxuly),"11,432","880,000 - 1,100,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-330e-f30-luxuly-automatic
180.,BMW,SERIES 3 330e F30 (M Sport),"12,362","975,000 - 1,205,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-330e-f30-m-sport-automatic
181.,BMW,SERIES 3 330e F30 (MSport),"13,706","1,055,000 - 1,145,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-330e-f30-msport-automatic
182.,BMW,SERIES 3 330e F30 (Sport),"11,871","960,000 - 1,065,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-330e-f30-sport-automatic
183.,BMW,SERIES 3 330i F30 (M Sport),"12,926","995,000 - 1,145,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-330i-f30-m-sport-automatic
184.,BMW,SERIES 3 ActiveHybrid 3,"15,200","855,000 - 1,250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-activehybrid-3-automatic
185.,BMW,SERIES 3 E84 2.0d,-,"340,000 - 465,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-3-e84-2-0d-automatic
186.,BMW,SERIES 4 420ci F32 M Sport,"16,888","1,260,000 - 1,420,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420ci-f32-m-sport-automatic
187.,BMW,SERIES 4 420ci F32 Sport,-,"1,190,000 - 1,305,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420ci-f32-sport-automatic
188.,BMW,SERIES 4 420ci F33 M Sport,"18,577","1,430,000 - 1,790,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420ci-f33-m-sport-automatic
189.,BMW,SERIES 4 420ci F33 Sport,"16,109","1,240,000 - 1,705,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420ci-f33-sport-automatic
190.,BMW,SERIES 4 420Ci F36 Gran Coupe M Sport,"18,577","1,390,000 - 1,705,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420ci-f36-gran-coupe-m-sport-automatic
191.,BMW,SERIES 4 420Ci F36 Gran Coupe Sport,"17,863","1,325,000 - 1,620,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420ci-f36-gran-coupe-sport-automatic
192.,BMW,SERIES 4 420d F32 M Sport,"17,668","1,000,000 - 1,730,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420d-f32-m-sport-automatic
193.,BMW,SERIES 4 420d F32 Sport,"16,629","950,000 - 1,645,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420d-f32-sport-automatic
194.,BMW,SERIES 4 420d F33 Convertible M Sport,"22,948","1,810,000 - 1,885,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420d-f33-convertible-m-sport-automatic
195.,BMW,SERIES 4 420d F33 M Sport,"19,876","1,410,000 - 1,760,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420d-f33-m-sport-automatic
196.,BMW,SERIES 4 420d F33 Sport,"18,837","1,335,000 - 1,665,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420d-f33-sport-automatic
197.,BMW,SERIES 4 420d F36 Gran Coupe M Sport,"19,227","1,375,000 - 1,560,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420d-f36-gran-coupe-m-sport-automatic
198.,BMW,SERIES 4 420dF36 Gran Coupe M Sport,"21,110","1,625,000 - 1,720,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420df36-gran-coupe-m-sport-automatic
199.,BMW,SERIES 4 420dF36 Gran Coupe Sport,"18,317","1,330,000 - 1,660,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-420df36-gran-coupe-sport-automatic
200.,BMW,SERIES 4 428i F36 Gran Coupe M Sport,"20,526","1,540,000 - 1,865,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-428i-f36-gran-coupe-m-sport-automatic
201.,BMW,SERIES 4 430i F32 Luxury,"18,194","1,435,000 - 1,645,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-430i-f32-luxury-automatic
202.,BMW,SERIES 4 430i F32 M Sport,"20,793","1,640,000 - 1,935,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-430i-f32-m-sport-automatic
203.,BMW,SERIES 4 430i F33 Convertible Luxury,"21,744","1,715,000 - 1,955,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-430i-f33-convertible-luxury-automatic
204.,BMW,SERIES 4 430i F33 Convertible M Sport,"22,758","1,795,000 - 2,125,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-4-430i-f33-convertible-m-sport-automatic
205.,BMW,SERIES 5 520d F10,"11,822","510,000 - 955,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520d-f10-automatic
206.,BMW,SERIES 5 520d F10 (Elite),"12,552","985,000 - 1,060,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520d-f10-elite-automatic
207.,BMW,SERIES 5 520d F10 (M Sport),"13,771","1,060,000 - 1,270,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520d-f10-m-sport-automatic
208.,BMW,SERIES 5 520d F11 Touring Sport,-,"835,000 - 1,190,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520d-f11-touring-sport-automatic
209.,BMW,"SERIES 5 520d G30 (CBU, Luxury)","17,179","1,355,000 - 1,655,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520d-g30-cbu-luxury-automatic
210.,BMW,"SERIES 5 520d G30 (CBU, M Sport)","17,053","1,345,000 - 1,710,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520d-g30-cbu-m-sport-automatic
211.,BMW,"SERIES 5 520d G30 (CBU, Sport)","16,880","1,365,000 - 1,490,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520d-g30-cbu-sport-automatic
212.,BMW,SERIES 5 520i F10,"11,562","575,000 - 980,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520i-f10-automatic
213.,BMW,SERIES 5 520i F11 Touring Sport,-,"785,000 - 1,005,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-520i-f11-touring-sport-automatic
214.,BMW,SERIES 5 523i F10,-,"500,000 - 695,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-523i-f10-automatic
215.,BMW,SERIES 5 525d F10,-,"565,000 - 1,310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-525d-f10-automatic
216.,BMW,SERIES 5 525d F10 Celebration Edition,"15,589","1,200,000 - 1,245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-525d-f10-celebration-edition-automatic
217.,BMW,SERIES 5 525d F10 Luxury,"13,381","900,000 - 1,315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-525d-f10-luxury-automatic
218.,BMW,SERIES 5 525d F10 M Sport,"14,290","1,005,000 - 1,405,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-525d-f10-m-sport-automatic
219.,BMW,SERIES 5 528i F10,-,"595,000 - 885,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-528i-f10-automatic
220.,BMW,SERIES 5 528i F10 Luxury,"13,316","895,000 - 1,135,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-528i-f10-luxury-automatic
221.,BMW,SERIES 5 528i F10 M Sport,"13,771","920,000 - 1,150,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-528i-f10-m-sport-automatic
222.,BMW,"SERIES 5 530i G30 (CBU, M Sport)","18,891","1,490,000 - 1,860,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-530i-g30-cbu-m-sport-automatic
223.,BMW,SERIES 5 530i G30 (Hybrid Highline),"16,942","1,370,000 - 1,545,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-530i-g30-hybrid-highline-automatic
224.,BMW,SERIES 5 530i G30 (Hybrid Luxury),"16,942","1,360,000 - 1,595,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-530i-g30-hybrid-luxury-automatic
225.,BMW,SERIES 5 530i G30 (Hybrid Sport),"19,971","1,595,000 - 1,825,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-530i-g30-hybrid-sport-automatic
226.,BMW,"SERIES 5 530i G31 Touring (CBU, M Sport)","26,031","2,105,000 - 2,365,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-530i-g31-touring-cbu-m-sport-automatic
227.,BMW,SERIES 5 535i F10,-,"760,000 - 1,200,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-535i-f10-automatic
228.,BMW,SERIES 5 ActiveHybrid 5,"17,603","980,000 - 1,395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-series-5-activehybrid-5-automatic
